Joshua Project People Group Data

PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
10350,AA,pap,0,Papiamentu,Papiamentu,P,84409
11659,AA,nld,0,Dutch,Dutch,P,4277
12035,AA,hat,0,"Haitian Creole","Haitian Creole",P,1128
12051,AA,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,849
12316,AA,jam,0,"Jamaican Creole English","Jamaican Creole English",P,577
13003,AA,spa,0,Spanish,Spanish,P,11638
15175,AA,tgl,0,Tagalog,Tagalog,P,846
15741,AA,eng,0,English,English,P,550
19007,AA,xxx,0,Unknown,"Language unknown",P,795
10348,AC,aig,0,"Antigua and Barbuda Creole English","Antigua and Barbuda Creole English",S,
10348,AC,eng,0,English,English,P,
11140,AC,eng,0,English,English,P,3246
13862,AC,aig,0,"Antigua and Barbuda Creole English","Antigua and Barbuda Creole English",P,2719
15741,AC,eng,0,English,English,P,10627
19007,AC,xxx,0,Unknown,"Language unknown",P,482
10376,AE,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,
10378,AE,acx,0,"Arabic, Omani Spoken","Arabic, Omani Spoken",P,30717
10429,AE,hye,0,Armenian,Armenian,P,
10429,AE,hyw,0,"Armenian, Western","Armenian, Western",S,
10790,AE,ben,7966,Bengali,"Bengali: Siripuria",P,75163
11277,AE,tha,0,Thai,Thai,P,3222
11722,AE,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,996642
12046,AE,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,190000
12076,AE,haz,0,Hazaragi,Hazaragi,P,98808
12247,AE,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,50000
12322,AE,jpn,0,Japanese,Japanese,P,
12368,AE,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,25598
13017,AE,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,27000
13317,AE,npi,0,Nepali,Nepali,P,98000
13437,AE,zlm,0,Malay,Malay,P,29247
14256,AE,pbu,0,"Pashto, Northern","Pashto, Northern",P,389931
14276,AE,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,100000
14371,AE,pes,0,"Persian, Iranian","Persian, Iranian",P,311739
14784,AE,acw,0,"Arabic, Hijazi Spoken","Arabic, Hijazi Spoken",P,380671
14908,AE,ssh,0,"Arabic, Shihhi Spoken","Arabic, Shihhi Spoken",P,19548
14971,AE,sqt,0,Soqotri,Soqotri,P,15463
14983,AE,som,0,Somali,Somali,P,40957
15034,AE,bcc,0,"Balochi, Southern","Balochi, Southern",P,389931
15104,AE,apd,0,"Arabic, Sudanese Spoken","Arabic, Sudanese Spoken",P,29000
15152,AE,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,48500
15175,AE,tgl,0,Tagalog,Tagalog,P,
15198,AE,acq,3364,"Arabic, Taizzi-Adeni Spoken","Arabic, Taizzi-Adeni Spoken: Ta'izzi",P,16106
17433,AE,mal,0,Malayalam,Malayalam,P,
18274,AE,tur,0,Turkish,Turkish,P,10047
19007,AE,xxx,0,Unknown,"Language unknown",P,19540
19206,AE,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,32273
19211,AE,hin,0,Hindi,Hindi,P,
19211,AE,urd,0,Urdu,Urdu,S,
10453,AF,ask,0,Ashkun,Ashkun,P,47192
10703,AF,bsh,3341,Kati,"Kati: Kiti",P,141015
10959,AF,brh,0,Brahui,Brahui,P,315042
11126,AF,ckb,0,"Kurdish, Central","Kurdish, Central",P,263498
11140,AF,eng,0,English,English,P,1123
11510,AF,prs,0,Dari,Dari,P,15748
11597,AF,rmt,9376,Domari,"Domari: Churi-wali",P,10870
11835,AF,gwt,0,Gawar-Bati,Gawar-Bati,P,37863
11871,AF,deu,0,"German, Standard","German, Standard",P,2838
11936,AF,nli,0,Grangali,Grangali,P,11017
12076,AF,haz,0,Hazaragi,Hazaragi,P,3802282
12273,AF,ita,0,Italian,Italian,P,1884
12482,AF,xvi,11490,Kamviri,"Kamviri: Shekhani",P,21236
12526,AF,kaa,11588,Karakalpak,"Karakalpak: Southwest Karakalpak",P,3157
12599,AF,kaz,11758,Kazakh,"Kazakh: Western Kazakh",P,3157
12741,AF,gwc,11381,Kalami,"Kalami: Ushu",P,1884
12933,AF,kir,0,Kyrgyz,Kyrgyz,P,1241
13431,AF,prs,0,Dari,Dari,P,3157
13761,AF,mhj,0,Mogholi,Mogholi,S,
13761,AF,prs,0,Dari,Dari,P,
13878,AF,mnj,14417,Munji,"Munji: Southern Munji",P,6794
13996,AF,aee,0,"Pashai, Northeast","Pashai, Northeast",P,
13996,AF,psi,15537,"Pashai, Southeast","Pashai, Southeast: Southeast",S,
14042,AF,glh,3338,"Pashai, Northwest","Pashai, Northwest: Wadahu",P,93655
14192,AF,snd,16748,Sindhi,"Sindhi: Visholi",P,23626
14255,AF,phv,0,Pahlavani,Pahlavani,S,
14255,AF,prs,0,Dari,Dari,P,
14256,AF,pbu,0,"Pashto, Northern","Pashto, Northern",P,2686713
14311,AF,prc,0,Parachi,Parachi,P,
14322,AF,prd,0,Parsi-Dari,Parsi-Dari,S,
14322,AF,prs,0,Dari,Dari,P,
14324,AF,paq,0,Parya,Parya,P,346
14327,AF,pbt,0,"Pashto, Southern","Pashto, Southern",P,9338177
14371,AF,pes,0,"Persian, Iranian","Persian, Iranian",P,647451
14372,AF,prs,0,Dari,Dari,P,10246165
14461,AF,prn,0,Prasuni,Prasuni,P,9438
14483,AF,pan,15478,"Punjabi, Eastern","Punjabi, Eastern: Powadhi",P,5828
14498,AF,azj,0,"Azerbaijani, North","Azerbaijani, North",S,
14498,AF,prs,0,Dari,Dari,P,
14570,AF,rmn,3403,"Romani, Balkan","Romani, Balkan: Zargari",P,16699
14598,AF,rus,16118,Russian,"Russian: South Russian",P,902
14727,AF,sgy,0,Sanglechi,Sanglechi,P,2709
14782,AF,sdg,0,Savi,Savi,P,4725
14921,AF,sgh,0,Shughni,Shughni,P,44257
14924,AF,sts,0,Shumashti,Shumashti,P,1572
15025,AF,psi,0,"Pashai, Southeast","Pashai, Southeast",P,534394
15072,AF,psh,0,"Pashai, Southwest","Pashai, Southwest",P,117979
15202,AF,abh,0,"Arabic, Tajiki Spoken","Arabic, Tajiki Spoken",P,
15202,AF,prs,0,Dari,Dari,S,
15202,AF,tgk,0,Tajik,Tajik,S,
15253,AF,prs,0,Dari,Dari,P,15748
15356,AF,bgn,7624,"Balochi, Western","Balochi, Western: Rakhshani",P,456801
15382,AF,pnb,0,"Punjabi, Western","Punjabi, Western",P,36233
15418,AF,pbu,0,"Pashto, Northern","Pashto, Northern",P,3371
15500,AF,pbt,0,"Pashto, Southern","Pashto, Southern",P,
15500,AF,tra,0,Tirahi,Tirahi,S,
15575,AF,trm,0,Tregami,Tregami,P,4129
15654,AF,tuk,0,Turkmen,Turkmen,P,2121980
15735,AF,oru,0,Ormuri,Ormuri,S,
15735,AF,pbt,0,"Pashto, Southern","Pashto, Southern",P,
15741,AF,eng,0,English,English,P,12779
15755,AF,uig,0,Uyghur,Uyghur,P,4725
15756,AF,uzs,0,"Uzbek, Southern","Uzbek, Southern",P,4259165
15822,AF,wbk,0,Waigali,Waigali,P,30847
15866,AF,wrd,0,Warduji,Warduji,P,7878
16221,AF,urd,0,Urdu,Urdu,P,2369
16239,AF,skr,0,Saraiki,Saraiki,P,1496
16521,AF,urd,0,Urdu,Urdu,P,3623
16585,AF,urd,0,Urdu,Urdu,P,2988
17549,AF,gju,10404,Gujari,"Gujari: Western Gujari",P,17748
17714,AF,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,3157
18125,AF,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,2674
18274,AF,tur,0,Turkish,Turkish,P,10470
18369,AF,mvy,0,"Kohistani, Indus","Kohistani, Indus",P,45684
18693,AF,wbl,0,Wakhi,Wakhi,P,20056
19007,AF,afg,0,"Afghan Sign Language","Afghan Sign Language",P,380238
19409,AF,azb,3389,"Azerbaijani, South","Azerbaijani, South: Afshari",P,
19409,AF,prs,0,Dari,Dari,S,
19423,AF,urd,0,Urdu,Urdu,P,6297
19437,AF,khw,0,Khowar,Khowar,P,9814
20542,AF,isk,0,Ishkashimi,Ishkashimi,P,3077
21454,AF,aiq,0,Aimaq,Aimaq,P,1558429
10379,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,29079000
10774,AG,kcy,0,Korandje,Korandje,P,3841
10803,AG,rif,0,Tarifit,Tarifit,P,3182
11140,AG,eng,0,English,English,P,743
11199,AG,tzm,0,"Tamazight, Central Atlas","Tamazight, Central Atlas",P,80943
11234,AG,fra,0,French,French,P,13246
11284,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,134693
11321,AG,cnu,0,Chenoua,Chenoua,P,96375
11633,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,80395
11722,AG,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,17513
11764,AG,fra,0,French,French,P,684
12070,AG,hau,0,Hausa,Hausa,P,
12178,AG,dsq,0,Tadaksahak,Tadaksahak,P,2424
12217,AG,tzm,0,"Tamazight, Central Atlas","Tamazight, Central Atlas",P,1616356
12247,AG,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,4569
12399,AG,kab,0,Kabyle,Kabyle,P,5919683
12944,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,80591
13669,AG,tzm,0,"Tamazight, Central Atlas","Tamazight, Central Atlas",P,80708
13819,AG,ary,0,"Arabic, Moroccan Spoken","Arabic, Moroccan Spoken",P,177266
13842,AG,mzb,0,Tumzabt,Tumzabt,P,184092
13922,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,37710
14570,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,4453
14584,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,80840
14639,AG,mey,0,Hassaniyya,Hassaniyya,P,
14639,AG,spa,0,Spanish,Spanish,S,
14899,AG,shy,0,Tachawit,Tachawit,P,2296345
14911,AG,shi,0,Tachelhit,Tachelhit,P,6365
14938,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,134810
15077,AG,spa,0,Spanish,Spanish,P,636
15095,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,127938
15199,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,1737685
15226,AG,aao,0,"Arabic, Algerian Saharan Spoken","Arabic, Algerian Saharan Spoken",P,148933
15473,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,
15473,AG,tia,0,"Tamazight, Tidikelt","Tamazight, Tidikelt",S,
15572,AG,tjo,0,"Tamazight, Temacine","Tamazight, Temacine",P,9404
15608,AG,thv,0,"Tamahaq, Tahaggart","Tamahaq, Tahaggart",P,41761
15609,AG,grr,17278,Taznatit,"Taznatit: Touat",P,11641
16103,AG,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,269400
18274,AG,tur,0,Turkish,Turkish,P,3403
18364,AG,oua,0,Tagargrent,Tagargrent,P,22002
19007,AG,asp,0,"Algerian Sign Language","Algerian Sign Language",P,215249
19206,AG,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,35220
10429,AJ,hye,0,Armenian,Armenian,P,
10464,AJ,aii,112,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic: Assyrian",P,1545
10495,AJ,ava,0,Avar,Avar,P,53336
10528,AJ,azj,0,"Azerbaijani, North","Azerbaijani, North",P,8739133
10839,AJ,jdt,0,Judeo-Tat,Judeo-Tat,P,14998
10980,AJ,bdk,8413,Budukh,"Budukh: Yergyuch",P,1071
11065,AJ,bel,7935,Belarusian,"Belarusian: Southwest Belarusan",P,6506
11140,AJ,eng,0,English,English,P,2823
11255,AJ,kry,0,Kryts,Kryts,P,5742
11317,AJ,che,8728,Chechen,"Chechen: Ploskost",P,5240
11505,AJ,dar,0,Dargwa,Dargwa,P,
11865,AJ,kat,0,Georgian,Georgian,P,10604
11871,AJ,deu,0,"German, Standard","German, Standard",P,946
12230,AJ,kat,10165,Georgian,"Georgian: Ingilo",P,17514
12599,AJ,kaz,11758,Kazakh,"Kazakh: Western Kazakh",P,2301
12660,AJ,kjj,0,Khinalugh,Khinalugh,P,2355
12877,AJ,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,6532
12952,AJ,lbe,12694,Lak,"Lak: Vixlin",P,1604
13049,AJ,lez,0,Lezgi,Lezgi,P,193104
13775,AJ,ron,0,Romanian,Romanian,P,2475
13809,AJ,myv,0,Erzya,Erzya,P,1008
13896,AJ,ttt,0,"Tat, Muslim","Tat, Muslim",P,24639
14229,AJ,oss,15361,Ossetic,"Ossetic: Tual",P,2738
14371,AJ,pes,0,"Persian, Iranian","Persian, Iranian",P,1429
14571,AJ,ron,16065,Romanian,"Romanian: Transylvanian",P,1645
14598,AJ,rus,16118,Russian,"Russian: South Russian",P,127771
14603,AJ,rut,16123,Rutul,"Rutul: North Rutul",P,17605
14885,AJ,azb,0,"Azerbaijani, South","Azerbaijani, South",P,2021
15220,AJ,azj,7452,"Azerbaijani, North","Azerbaijani, North: Zaqatala",S,
15220,AJ,tly,0,Talysh,Talysh,P,
15284,AJ,tat,17246,Tatar,"Tatar: Western Tatar",P,27739
15587,AJ,tkr,0,Tsakhur,Tsakhur,P,29996
15684,AJ,udi,0,Udi,Udi,P,4071
15696,AJ,ukr,0,Ukrainian,Ukrainian,P,23029
15756,AJ,uzs,0,"Uzbek, Southern","Uzbek, Southern",P,1936
18274,AJ,tur,17825,Turkish,"Turkish: Rumelian",P,19000
18859,AJ,azb,7464,"Azerbaijani, South","Azerbaijani, South: Shahsavani",P,291753
19007,AJ,xxx,0,Unknown,"Language unknown",P,75359
20631,AJ,tur,0,Turkish,Turkish,P,100000
10328,AL,eng,0,English,English,P,779
10431,AL,rup,0,Aromanian,Aromanian,P,7203
11880,AL,aln,0,"Albanian, Gheg","Albanian, Gheg",P,
11880,AL,als,0,"Albanian, Tosk","Albanian, Tosk",S,
11942,AL,ell,0,Greek,Greek,P,27166
12273,AL,ita,0,Italian,Italian,P,7650
13186,AL,mkd,0,Macedonian,Macedonian,P,5437
13798,AL,srp,0,Serbian,Serbian,P,1307
14567,AL,aln,0,"Albanian, Gheg","Albanian, Gheg",S,
14567,AL,rmy,16050,"Romani, Vlax","Romani, Vlax: Southern Vlax Romani",P,
14864,AL,srp,0,Serbian,Serbian,P,1307
15741,AL,eng,0,English,English,P,2042
18274,AL,tur,0,Turkish,Turkish,P,1687
18765,AL,srp,0,Serbian,Serbian,P,34852
19007,AL,sqk,0,"Albanian Sign Language","Albanian Sign Language",P,14399
19215,AL,eng,0,English,English,P,6250
20676,AL,als,0,"Albanian, Tosk","Albanian, Tosk",P,2935
10429,AM,hye,0,Armenian,Armenian,P,
10429,AM,hyw,0,"Armenian, Western","Armenian, Western",S,
10430,AM,rmi,0,Lomavren,Lomavren,P,48
10464,AM,aii,112,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic: Assyrian",P,14560
10528,AM,azj,0,"Azerbaijani, North","Azerbaijani, North",P,505
11065,AM,bel,0,Belarusian,Belarusian,P,908
11865,AM,kat,0,Georgian,Georgian,P,619
11942,AM,ell,0,Greek,Greek,P,903
12877,AM,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,2168
13775,AM,ron,0,Romanian,Romanian,P,556
14571,AM,ron,0,Romanian,Romanian,P,595
14598,AM,rus,0,Russian,Russian,P,11947
15284,AM,tat,0,Tatar,Tatar,P,512
15684,AM,udi,0,Udi,Udi,P,188
15696,AM,ukr,0,Ukrainian,Ukrainian,P,1179
19007,AM,aen,0,"Armenian Sign Language","Armenian Sign Language",P,14789
20455,AM,kmr,7929,"Kurdish, Northern","Kurdish, Northern: Behdini",P,35417
11108,AN,cat,8661,Catalan,"Catalan: Catalan-Rousillonese",P,33317
11140,AN,eng,0,English,English,P,932
11234,AN,fra,0,French,French,P,4475
11871,AN,deu,0,"German, Standard","German, Standard",P,559
12273,AN,ita,0,Italian,Italian,P,558
13819,AN,ary,0,"Arabic, Moroccan Spoken","Arabic, Moroccan Spoken",P,540
14449,AN,por,0,Portuguese,Portuguese,P,11840
15077,AN,spa,0,Spanish,Spanish,P,23435
19007,AN,xxx,0,Unknown,"Language unknown",P,154
19211,AN,hin,0,Hindi,Hindi,P,568
10168,AO,afr,6716,Afrikaans,"Afrikaans: Orange River Afrikaans",P,2117
10598,AO,kng,0,Koongo,Koongo,P,22619
10676,AO,xuu,0,Khwedam,Khwedam,P,289
10918,AO,blv,0,Kibala,Kibala,P,4942
11069,AO,kea,0,Kabuverdianu,Kabuverdianu,P,91741
11140,AO,eng,0,English,English,P,1166
11234,AO,fra,0,French,French,P,7158
11365,AO,cjk,166,Cokwe,"Cokwe: Cokwe",P,1761529
11545,AO,dhm,0,Dhimba,Dhimba,P,30220
11852,AO,diu,0,Gciriku,Gciriku,P,43227
12085,AO,her,0,Herero,Herero,P,
12116,AO,hol,10683,Holu,"Holu: Yeci",P,52066
12774,AO,kng,12204,Koongo,"Koongo: Kongo",P,2924246
12775,AO,kwy,0,"Kongo, San Salvador","Kongo, San Salvador",P,19101
12856,AO,knw,0,Kung-Ekoka,Kung-Ekoka,P,7164
12857,AO,ktz,0,Ju'hoan,Ju'hoan,P,9531
12911,AO,kwn,0,Kwangali,Kwangali,P,
12914,AO,kua,1951,Oshiwambo,"Oshiwambo: Kwanyama",P,1203178
12962,AO,ldi,0,Laari,Laari,P,5063
13068,AO,lin,0,Lingala,Lingala,P,138339
13127,AO,loz,0,Lozi,Lozi,P,8355
13134,AO,lua,0,Luba-Kasai,Luba-Kasai,P,70918
13138,AO,lch,207,Lucazi,"Lucazi: Luchazi",P,618787
13146,AO,lum,0,Luimbi,Luimbi,P,104117
13153,AO,lun,0,Lunda,Lunda,P,342314
13154,AO,kmb,13944,Kimbundu,"Kimbundu: Njinga",P,
13154,AO,por,0,Portuguese,Portuguese,S,
13167,AO,lwa,0,Lwalu,Lwalu,P,23639
13168,AO,lue,0,Luvale,Luvale,P,1090608
13276,AO,lun,1288,Lunda,"Lunda: Ndembu",P,17436
13287,AO,ndq,0,Ndombe,Ndombe,P,47713
13289,AO,ndo,0,Ndonga,Ndonga,P,
13339,AO,nne,0,Ngandyera,Ngandyera,P,28621
13414,AO,nkn,0,Nkangala,Nkangala,P,50265
13417,AO,khu,0,Nkumbi,Nkumbi,P,405512
13426,AO,sie,0,Simaa,Simaa,P,3545
13454,AO,vaj,0,"Northwestern Kung","Northwestern Kung",P,13140
13569,AO,mho,13824,Mashi,"Mashi: North Kwandu",P,4779
13617,AO,mxg,0,Mbangala,Mbangala,P,
13639,AO,mhw,0,Mbukushu,Mbukushu,P,14313
13643,AO,mck,0,Mbunda,Mbunda,P,310081
13645,AO,mfu,0,Mbwela,Mbwela,P,509613
14084,AO,nyk,0,Nyaneka,Nyaneka,P,795717
14092,AO,nba,0,Nyemba,Nyemba,P,512824
14093,AO,nye,0,Nyengo,Nyengo,P,23212
14449,AO,por,0,Portuguese,Portuguese,P,444422
14604,AO,rnd,0,Ruund,Ruund,P,233614
14668,AO,smd,0,Sama,Sama,P,
14668,AO,ssb,16244,"Sama, Southern","Sama, Southern: Sama",S,
14681,AO,hgm,10523,Haiom,"Haiom: Kedi",P,1572
15077,AO,spa,0,Spanish,Spanish,P,13829
15109,AO,sub,0,Suku,Suku,P,35460
15706,AO,umb,0,Umbundu,Umbundu,P,9582153
15953,AO,yaf,0,Yaka,Yaka,P,474349
16005,AO,yax,0,Yauma,Yauma,P,40556
16051,AO,yom,0,Yombe,Yombe,P,83494
19007,AO,xxx,0,Unknown,"Language unknown",P,318250
19052,AO,nsx,0,Songo,Songo,P,212301
19206,AO,cmn,8839,"Chinese, Mandarin","Chinese, Mandarin: Xinan Guanhua",P,375530
19208,AO,eng,0,English,English,P,23613
20990,AO,olu,0,Kuvale,Kuvale,P,89137
21063,AO,nql,0,Ngendelengo,Ngendelengo,P,1273
21064,AO,xdo,0,Kwandu,Kwandu,P,7640
21580,AO,pnd,0,Mpinda,Mpinda,P,31024
11165,AQ,eng,0,English,English,P,3752
12322,AQ,jpn,0,Japanese,Japanese,P,964
12795,AQ,kor,0,Korean,Korean,P,530
14676,AQ,smo,0,Samoan,Samoan,P,46187
15175,AQ,tgl,0,Tagalog,Tagalog,P,665
15535,AQ,tkl,0,Tokelauan,Tokelauan,P,86
15554,AQ,ton,0,Tongan,Tongan,P,700
15741,AQ,eng,0,English,English,P,1049
19007,AQ,xxx,0,Unknown,"Language unknown",P,275
10421,AR,spa,0,Spanish,Spanish,P,35239826
10429,AR,hye,0,Armenian,Armenian,P,
10429,AR,hyw,0,"Armenian, Western","Armenian, Western",S,
10962,AR,gun,0,"Guarani, Mbya","Guarani, Mbya",P,
10966,AR,por,0,Portuguese,Portuguese,P,43287
11065,AR,bel,0,Belarusian,Belarusian,P,
11069,AR,kea,0,Kabuverdianu,Kabuverdianu,P,
11069,AR,spa,0,Spanish,Spanish,S,
11108,AR,cat,3162,Catalan,"Catalan: Central",P,198017
11140,AR,eng,0,English,English,P,9437
11234,AR,fra,0,French,French,P,16326
11306,AR,gui,0,"Guarani, Eastern Bolivian","Guarani, Eastern Bolivian",P,
11335,AR,spa,0,Spanish,Spanish,P,206696
11354,AR,gui,10376,"Guarani, Eastern Bolivian","Guarani, Eastern Bolivian: Izoceno",P,23408
11355,AR,nhd,0,"Guarani, Ava","Guarani, Ava",P,23804
11369,AR,crt,0,"Chorote, Iyojwa'ja","Chorote, Iyojwa'ja",P,918
11370,AR,crq,0,"Chorote, Iyo'wujwa","Chorote, Iyo'wujwa",P,1723
11379,AR,cag,0,Nivacle,Nivacle,P,
11437,AR,hrv,0,Croatian,Croatian,P,4167
11458,AR,ces,0,Czech,Czech,P,
11810,AR,glg,0,Galician,Galician,P,753826
11871,AR,deu,0,"German, Standard","German, Standard",P,41922
11942,AR,ell,0,Greek,Greek,P,41109
12273,AR,ita,0,Italian,Italian,P,1117756
12322,AR,jpn,0,Japanese,Japanese,P,37630
12432,AR,kgk,0,Kaiwa,Kaiwa,P,
12795,AR,kor,0,Korean,Korean,P,32420
12863,AR,spa,0,Spanish,Spanish,P,15152
12989,AR,lao,0,Lao,Lao,P,
13526,AR,arn,0,Mapudungun,Mapudungun,P,
13677,AR,pdt,0,Plautdietsch,Plautdietsch,P,4065
13756,AR,moc,0,Mocovi,Mocovi,P,24891
13961,AR,mtp,0,"Wichi Lhamtes Nocten","Wichi Lhamtes Nocten",P,46016
14276,AR,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,1157
14312,AR,gug,0,"Guarani, Paraguayan","Guarani, Paraguayan",P,594114
14373,AR,spa,0,Spanish,Spanish,P,169145
14391,AR,plg,0,Pilaga,Pilaga,P,5628
14392,AR,mzh,0,"Wichi Lhamtes Guisnay","Wichi Lhamtes Guisnay",P,43703
14431,AR,pol,0,Polish,Polish,P,
14449,AR,por,0,Portuguese,Portuguese,P,15054
14502,AR,quh,0,"Quechua, South Bolivian","Quechua, South Bolivian",P,81104
14504,AR,quh,15871,"Quechua, South Bolivian","Quechua, South Bolivian: Quechua, Northwest Jujuy,",P,2032
14567,AR,rmy,0,"Romani, Vlax","Romani, Vlax",P,59064
14571,AR,ron,0,Romanian,Romanian,P,16326
14598,AR,rus,0,Russian,Russian,P,
14744,AR,qus,0,"Quichua, Santiago del Estero","Quichua, Santiago del Estero",P,63716
14864,AR,srp,0,Serbian,Serbian,P,6365
14962,AR,slk,0,Slovak,Slovak,P,9158
14964,AR,slv,0,Slovene,Slovene,P,11585
15077,AR,spa,0,Spanish,Spanish,P,587430
15080,AR,spa,0,Spanish,Spanish,P,180000
15152,AR,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,1468416
15265,AR,tpj,0,Nandeva,Nandeva,P,571
15319,AR,arn,0,Mapudungun,Mapudungun,P,30299
15517,AR,tob,22280,Toba,"Toba: Toba Qom",P,137437
15696,AR,ukr,0,Ukrainian,Ukrainian,P,31264
15739,AR,spa,0,Spanish,Spanish,P,124450
15780,AR,wlv,0,"Wichi Lhamtes Vejoz","Wichi Lhamtes Vejoz",P,46016
15791,AR,tob,0,Toba,Toba,P,541
15905,AR,cym,0,Welsh,Welsh,P,31264
18274,AR,tur,0,Turkish,Turkish,P,820
18757,AR,ayr,7,"Aymara, Central","Aymara, Central: Aymara",P,22726
19006,AR,spa,0,Spanish,Spanish,P,1768888
19007,AR,aed,0,"Argentine Sign Language","Argentine Sign Language",P,223893
19023,AR,spa,0,Spanish,Spanish,P,134190
19024,AR,spa,0,Spanish,Spanish,P,1298
19206,AR,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,76542
19213,AR,spa,0,Spanish,Spanish,P,15243
19214,AR,spa,0,Spanish,Spanish,P,2814
19623,AR,spa,0,Spanish,Spanish,P,1841
19624,AR,spa,0,Spanish,Spanish,P,1406
19626,AR,spa,0,Spanish,Spanish,P,2383
20281,AR,spa,0,Spanish,Spanish,P,1623
20500,AR,spa,0,Spanish,Spanish,P,16234
20501,AR,spa,0,Spanish,Spanish,P,37876
20502,AR,spa,0,Spanish,Spanish,P,72507
20504,AR,spa,0,Spanish,Spanish,P,36794
20505,AR,spa,0,Spanish,Spanish,P,70341
20506,AR,spa,0,Spanish,Spanish,P,4004
20507,AR,spa,0,Spanish,Spanish,P,2058
20508,AR,spa,0,Spanish,Spanish,P,7467
20509,AR,spa,0,Spanish,Spanish,P,3030
20510,AR,spa,0,Spanish,Spanish,P,23808
20511,AR,spa,0,Spanish,Spanish,P,4004
20512,AR,spa,0,Spanish,Spanish,P,16234
20513,AR,spa,0,Spanish,Spanish,P,3138
10134,AS,rop,12353,Kriol,"Kriol: Roper River Kriol",P,7160
10168,AS,afr,0,Afrikaans,Afrikaans,P,
10168,AS,eng,0,English,English,S,
10259,AS,aly,0,Alyawarr,Alyawarr,P,1550
10311,AS,aoi,0,Anindilyakwa,Anindilyakwa,P,1480
10326,AS,eng,0,English,English,P,18315697
10328,AS,eng,0,English,English,P,40726
10329,AS,eng,0,English,English,P,529198
10330,AS,rme,0,Angloromani,Angloromani,P,6362
10334,AS,amx,0,Anmatyerre,Anmatyerre,P,640
10429,AS,hye,0,Armenian,Armenian,P,
10429,AS,hyw,0,"Armenian, Western","Armenian, Western",S,
10464,AS,aii,112,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic: Assyrian",P,31791
10491,AS,bar,0,Bavarian,Bavarian,P,24797
10530,AS,bcj,0,Bardi,Bardi,P,320
10953,AS,bos,0,Bosnian,Bosnian,P,33526
10991,AS,pkp,0,Pukapuka,Pukapuka,P,1414
10998,AS,bul,0,Bulgarian,Bulgarian,P,
11026,AS,bvr,0,Burarra,Burarra,P,1050
11029,AS,mya,0,Burmese,Burmese,P,12726
11065,AS,bel,0,Belarusian,Belarusian,P,6240
11140,AS,eng,0,English,English,P,977829
11157,AS,ekk,0,"Estonian, Standard","Estonian, Standard",P,1840
11200,AS,fij,0,Fijian,Fijian,P,62741
11205,AS,fin,0,Finnish,Finnish,P,
11234,AS,fra,0,French,French,P,24602
11244,AS,kri,0,Krio,Krio,P,3582
11268,AS,kux,0,Kukatja,Kukatja,P,130
11277,AS,tha,0,Thai,Thai,P,67600
11335,AS,spa,0,Spanish,Spanish,P,32147
